"quad","year","species","count","cover"
"NJ25",1931,"Sphaeralcea spp.",1,"NA"
"NJ25",1931,"Unknown",2,"NA"
"NJ25",1932,"Annual grass","NA",0.02
"NJ25",1932,"Evolvulus arizonicus",2,"NA"
"NJ25",1932,"Sphaeralcea spp.",1,"NA"
"NJ26",1926,"Aristida adscensionis",40,"NA"
"NJ26",1926,"Bouteloua aristidoides",120,"NA"
"NJ26",1926,"Isocoma tenuisecta",20,"NA"
"NJ26",1926,"Weed",6,"NA"
"NJ26",1927,"Aristida adscensionis","NA","t"
"NJ26",1927,"Bouteloua aristidoides","NA","t"
"NJ26",1927,"Evolvulus arizonicus",1,"NA"
"NJ26",1927,"Isocoma tenuisecta",19,"NA"
"NJ26",1929,"Aristida adscensionis","NA",0.01
"NJ26",1930,"Annual grass","NA","t"
"NJ26",1931,"Annual grass","NA",0.01
"NJ26",1932,"Annual grass","NA",0.02
"NJ27",1927,"Evolvulus arizonicus",1,"NA"
"NJ27",1927,"Isocoma tenuisecta",8,"NA"
"NJ27",1927,"Sphaeralcea spp.",2,"NA"
"NJ27",1928,"Aristida adscensionis","NA",0.01
"NJ27",1928,"Sphaeralcea spp.",2,"NA"
"NJ27",1929,"Aristida adscensionis","NA",0.01
"NJ27",1930,"Annual grass","NA","t"
"NJ27",1930,"Solanum elaeagnifolium",1,"NA"
"NJ27",1930,"Sphaeralcea spp.",1,"NA"
"NJ27",1931,"Annual grass","NA",0.01
"NJ27",1931,"Solanum elaeagnifolium",1,"NA"
"NJ27",1932,"Annual grass","NA",0.03
"NJ27",1932,"Boerhavia purpurascens",1,"NA"
"NJ28",1928,"Aristida adscensionis","NA",0.08
"NJ28",1929,"Aristida adscensionis","NA",0.01
"NJ28",1929,"Boerhavia purpurascens",3,"NA"
"NJ28",1929,"Portulaca spp.",2,"NA"
"NJ28",1929,"Unknown",2,"NA"
"NJ28",1930,"Annual grass","NA",0.01
"NJ28",1931,"Annual grass","NA",0.01
"NJ28",1931,"Evolvulus arizonicus",2,"NA"
"NJ28",1931,"Unknown",3,"NA"
"NJ29",1929,"Aristida adscensionis","NA",0.01
"NJ29",1931,"Annual grass","NA",0.01
"NJ29",1931,"Eriogonum wrightii",1,"NA"
"NJ29",1931,"Evolvulus arizonicus",1,"NA"
"NJ29",1931,"Unknown",1,"NA"
"NK25",1926,"Aristida adscensionis",40,"NA"
"NK25",1926,"Bouteloua aristidoides",70,"NA"
"NK25",1926,"Evolvulus arizonicus",1,"NA"
"NK25",1926,"Isocoma tenuisecta",9,"NA"
"NK25",1927,"Aristida adscensionis","NA","t"
"NK25",1927,"Bouteloua aristidoides","NA","t"
"NK25",1927,"Evolvulus arizonicus",2,"NA"
"NK25",1927,"Isocoma tenuisecta",10,"NA"
"NK25",1929,"Aristida adscensionis","NA","t"
"NK25",1929,"Boerhavia purpurascens",1,"NA"
"NK25",1929,"Solanum elaeagnifolium",1,"NA"
"NK25",1930,"Annual grass","NA","t"
"NK25",1930,"Evolvulus arizonicus",1,"NA"
"NK25",1931,"Annual grass","NA",0.01
"NK25",1931,"Evolvulus arizonicus",3,"NA"
"NK25",1932,"Annual grass","NA",0.02
"NK25",1932,"Evolvulus arizonicus",2,"NA"
"NK26",1926,"Aristida adscensionis",35,"NA"
"NK26",1926,"Bouteloua aristidoides",200,"NA"
"NK26",1926,"Evolvulus arizonicus",1,"NA"
"NK26",1926,"Isocoma tenuisecta",16,"NA"
"NK26",1927,"Aristida adscensionis","NA","t"
"NK26",1927,"Bouteloua aristidoides","NA","t"
"NK26",1927,"Isocoma tenuisecta",21,"NA"
"NK26",1928,"Aristida adscensionis","NA",0.01
"NK26",1928,"Hoffmannseggia spp.",4,"NA"
"NK26",1931,"Annual grass","NA",0.01
"NK26",1931,"Evolvulus arizonicus",2,"NA"
"NK26",1931,"Unknown",2,"NA"
"NK26",1932,"Annual grass","NA",0.02
"NK26",1932,"Evolvulus arizonicus",2,"NA"
"NK27",1927,"Evolvulus arizonicus",1,"NA"
"NK27",1927,"Isocoma tenuisecta",14,"NA"
"NK27",1927,"Unknown",3,"NA"
"NK27",1928,"Aristida adscensionis","NA",0.06
"NK27",1928,"Hoffmannseggia spp.",13,"NA"
"NK27",1928,"Solanum elaeagnifolium",3,"NA"
"NK27",1929,"Aristida adscensionis","NA",0.01
"NK27",1929,"Boerhavia purpurascens",2,"NA"
"NK27",1929,"Solanum elaeagnifolium",3,"NA"
"NK27",1930,"Annual grass","NA","t"
"NK27",1930,"Solanum elaeagnifolium",1,"NA"
"NK27",1931,"Annual grass","NA",0.01
"NK27",1931,"Solanum elaeagnifolium",1,"NA"
"NK28",1928,"Aristida adscensionis","NA",0.08
"NK28",1929,"Aristida adscensionis","NA","t"
"NK28",1929,"Solanum elaeagnifolium",1,"NA"
"NK28",1930,"Annual grass","NA","t"
"NK28",1931,"Annual grass","NA",0.01
"NK28",1932,"Annual grass","NA",0.02
"NK28",1932,"Solanum elaeagnifolium",1,"NA"
"NK29",1929,"Boerhavia purpurascens",2,"NA"
"NK29",1929,"Bouteloua aristidoides","NA",0.01
"NK29",1929,"Solanum elaeagnifolium",1,"NA"
"NK29",1931,"Annual grass","NA",0.01
"NK29",1931,"Solanum elaeagnifolium",1,"NA"
"NK29",1931,"Unknown",2,"NA"
"NK29",1932,"Annual grass","NA",0.03
"NK29",1932,"Solanum elaeagnifolium",2,"NA"
"P2A",1920,"Ambrosia artemisiifolia",4,"NA"
"P2A",1920,"Eriogonum wrightii",4,"NA"
"P2A",1921,"Ambrosia artemisiifolia",7,"NA"
"P2A",1923,"Ambrosia artemisiifolia",4,"NA"
"P2A",1923,"Annual grass","NA",0.05
"P2A",1923,"Eragrostis intermedia","NA",0.01
"P2A",1927,"Ambrosia artemisiifolia",2,"NA"
"P2A",1927,"Aristida adscensionis","NA",0.15
"P2A",1927,"Bouteloua aristidoides","NA",0.15
"P2A",1927,"Sphaeralcea spp.",1,"NA"
"P2A",1928,"Annual grass","NA",0.15
"P2A",1928,"Sphaeralcea spp.",1,"NA"
"P2A",1929,"Annuals","NA",0.05
"P2A",1930,"Annual grass","NA",0.05
"P2A",1931,"Amaranthus palmeri",1,"NA"
"P2A",1931,"Ambrosia artemisiifolia",1,"NA"
"P2A",1931,"Annual grass","NA",0.12
"P2A",1931,"Sphaeralcea spp.",5,"NA"
"P2A",1931,"Unknown",2,"NA"
"P2A",1931,"Unknown Forb",26,"NA"
"P2A",1932,"Annual grass","NA",0.04
"P2A",1932,"Unknown Forb",2,"NA"
"P3A",1920,"Ambrosia artemisiifolia",34,"NA"
"P3A",1920,"Evolvulus arizonicus",1,"NA"
"P3A",1920,"Unknown",14,"NA"
"P3A",1920,"Unknown Forb",47,"NA"
"P3A",1921,"Ambrosia artemisiifolia",24,"NA"
"P3A",1921,"Evolvulus arizonicus",2,"NA"
"P3A",1921,"Unknown",40,"NA"
"P3A",1922,"Aristida adscensionis","NA",0.02
"P3A",1922,"Bouteloua aristidoides","NA",0.02
"P3A",1922,"Unknown",1,"NA"
"P3A",1923,"Ambrosia artemisiifolia",16,"NA"
"P3A",1923,"Aristida adscensionis","NA",0.02
"P3A",1923,"Bouteloua aristidoides","NA",0.02
"P3A",1923,"Evolvulus arizonicus",9,"NA"
"P3A",1923,"Weed","NA",0.01
"P3A",1924,"Ambrosia artemisiifolia",12,"NA"
"P3A",1924,"Aristida adscensionis","NA",0.05
"P3A",1924,"Bouteloua aristidoides","NA",0.05
"P3A",1924,"Evolvulus arizonicus",7,"NA"
"P3A",1927,"Ambrosia artemisiifolia",8,"NA"
"P3A",1927,"Evolvulus arizonicus",1,"NA"
"P3A",1927,"Isocoma tenuisecta",1,"NA"
"P3A",1927,"Sphaeralcea spp.",1,"NA"
"P3A",1928,"Ambrosia artemisiifolia",11,"NA"
"P3A",1928,"Annual grass","NA","t"
"P3A",1929,"Ambrosia artemisiifolia",11,"NA"
"P3A",1929,"Aristida adscensionis","NA",0.02
"P3A",1929,"Bouteloua aristidoides","NA",0.02
"P3A",1931,"Ambrosia artemisiifolia",4,"NA"
"P3A",1931,"Annual grass","NA","t"
"P3A",1931,"Sphaeralcea spp.",2,"NA"
"P3A",1932,"Annual grass","NA","t"
"P3A",1932,"Portulaca spp.",1,"NA"
"P3A",1933,"Annual grass","NA","t"
"P4A",1920,"Evolvulus arizonicus",8,"NA"
"P4A",1920,"Unknown Forb",6,"NA"
"P4A",1921,"Evolvulus arizonicus",5,"NA"
"P4A",1922,"Evolvulus arizonicus",17,"NA"
"P4A",1922,"Unknown",3,"NA"
"P4A",1923,"Aristida adscensionis","NA",0.03
"P4A",1923,"Bouteloua aristidoides","NA",0.03
"P4A",1923,"Evolvulus arizonicus",6,"NA"
"P4A",1923,"Weed","NA",0.02
"P4A",1924,"Ambrosia artemisiifolia",5,"NA"
"P4A",1924,"Evolvulus arizonicus",16,"NA"
"P4A",1924,"Unknown Forb",2,"NA"
"P4A",1927,"Aristida adscensionis","NA","t"
"P4A",1927,"Bouteloua aristidoides","NA","t"
"P4A",1927,"Evolvulus arizonicus",2,"NA"
"P4A",1927,"Isocoma tenuisecta",12,"NA"
"P4A",1928,"Annual grass","NA",0.01
"P4A",1928,"Evolvulus arizonicus",1,"NA"
"P6A",1920,"Ambrosia artemisiifolia",21,"NA"
"P6A",1920,"Aristida adscensionis","NA","t"
"P6A",1920,"Bouteloua aristidoides","NA","t"
"P6A",1920,"Unknown Forb",2,"NA"
"P6A",1921,"Ambrosia artemisiifolia",14,"NA"
"P6A",1922,"Ambrosia artemisiifolia",7,"NA"
"P6A",1922,"Evolvulus arizonicus",1,"NA"
"P6A",1922,"Sphaeralcea spp.",2,"NA"
"P6A",1923,"Aristida adscensionis","NA","t"
"P6A",1923,"Bouteloua aristidoides","NA","t"
"P6A",1923,"Panicum hirticaule","NA","t"
"P6A",1923,"Weed","NA",0.07
"P6A",1924,"Ambrosia artemisiifolia",3,"NA"
"P6A",1924,"Eriogonum wrightii",1,"NA"
"P6A",1924,"Sphaeralcea spp.",2,"NA"
"P6A",1924,"Unknown",1,"NA"
"P6A",1927,"Ambrosia artemisiifolia",3,"NA"
"P6A",1927,"Boerhavia purpurascens",1,"NA"
"P6A",1927,"Eragrostis intermedia",3,"NA"
"P6A",1927,"Unknown",2,"NA"
"P6A",1928,"Ambrosia artemisiifolia",3,"NA"
"P6A",1928,"Annual grass","NA","t"
"P6A",1928,"Unknown Forb",1,"NA"
"P6A",1929,"Ambrosia artemisiifolia",2,"NA"
"P6A",1929,"Portulaca spp.",3,"NA"
"P6A",1929,"Sphaeralcea spp.",1,"NA"
"P6A",1930,"Eriogonum wrightii",1,"NA"
"P6A",1930,"Sphaeralcea spp.",1,"NA"
"P6A",1930,"Unknown",1,"NA"
"P6A",1931,"Ambrosia artemisiifolia",1,"NA"
"P6A",1931,"Machaeranthera canescens",2,"NA"
"P6A",1931,"Unknown",1,"NA"
"P6A",1932,"Ambrosia artemisiifolia",25,"NA"
"P6A",1932,"Annual grass","NA","t"
"P6A",1932,"Machaeranthera canescens",3,"NA"
"P6A",1932,"Unknown",1,"NA"
"P6A",1932,"Unknown",6,"NA"
"P6B",1920,"Ambrosia artemisiifolia",13,"NA"
"P6B",1920,"Eriogonum wrightii",2,"NA"
"P6B",1920,"Machaeranthera canescens",14,"NA"
"P6B",1920,"Unknown",6,"NA"
"P6B",1921,"Ambrosia artemisiifolia",13,"NA"
"P6B",1921,"Solanum elaeagnifolium",2,"NA"
"P6B",1922,"Ambrosia artemisiifolia",21,"NA"
"P6B",1922,"Eriogonum wrightii",10,"NA"
"P6B",1922,"Machaeranthera canescens",1,"NA"
"P6B",1922,"Solanum elaeagnifolium",1,"NA"
"P6B",1922,"Sphaeralcea spp.",8,"NA"
"P6B",1922,"Unknown",3,"NA"
"P6B",1923,"Ambrosia artemisiifolia",5,"NA"
"P6B",1923,"Aristida adscensionis","NA",0.07
"P6B",1923,"Bouteloua aristidoides","NA",0.07
"P6B",1923,"Solanum elaeagnifolium",2,"NA"
"P6B",1923,"Weed","NA","t"
"P6B",1924,"Ambrosia artemisiifolia",7,"NA"
"P6B",1924,"Eriogonum wrightii",3,"NA"
"P6B",1924,"Panicum hirticaule",5,"NA"
"P6B",1924,"Solanum elaeagnifolium",2,"NA"
"P6B",1924,"Unknown",2,"NA"
"P6B",1927,"Aristida adscensionis","NA",0.04
"P6B",1927,"Bouteloua aristidoides","NA",0.04
"P6B",1927,"Eriogonum wrightii",5,"NA"
"P6B",1927,"Machaeranthera canescens",4,"NA"
"P6B",1927,"Solanum elaeagnifolium",1,"NA"
"P6B",1927,"Sphaeralcea spp.",8,"NA"
"P6B",1927,"Unknown",3,"NA"
"P6B",1928,"Ambrosia artemisiifolia",1,"NA"
"P6B",1928,"Annual grass","NA",0.01
"P6B",1928,"Solanum elaeagnifolium",1,"NA"
"P6B",1928,"Sphaeralcea spp.",1,"NA"
"P6B",1928,"Unknown Forb",6,"NA"
"P6B",1929,"Bouteloua aristidoides","NA",0.03
"P6B",1929,"Machaeranthera canescens",10,"NA"
"P6B",1929,"Portulaca spp.",4,"NA"
"P6B",1929,"Solanum elaeagnifolium",1,"NA"
"P6B",1930,"Eriogonum wrightii",15,"NA"
"P6B",1930,"Machaeranthera canescens",56,"NA"
"P6B",1931,"Annual grass","NA",0.05
"P6B",1931,"Eriogonum wrightii",5,"NA"
"P6B",1931,"Evolvulus arizonicus",1,"NA"
"P6B",1931,"Machaeranthera canescens",4,"NA"
"P6B",1931,"Solanum elaeagnifolium",1,"NA"
"P6B",1931,"Sphaeralcea spp.",1,"NA"
"P6B",1932,"Ambrosia artemisiifolia",2,"NA"
"P6B",1932,"Boerhavia purpurascens",3,"NA"
"P6B",1932,"Evolvulus arizonicus",1,"NA"
"P6B",1932,"Solanum elaeagnifolium",1,"NA"
"P6B",1932,"Unknown",3,"NA"
"P6B",1933,"Annual grass","NA",0.1
"P6B",1933,"Boerhavia purpurascens",5,"NA"
"P6B",1933,"Unknown",8,"NA"
"PP1",1922,"Ambrosia artemisiifolia",2,"NA"
"PP1",1922,"Boerhavia purpurascens",2,"NA"
"PP1",1923,"Annual grass","NA",0.01
"PP1",1923,"Weed","NA",0.01
"PP1",1927,"Aristida adscensionis","NA",0.02
"PP1",1927,"Panicum hirticaule",9,"NA"
"PP1",1927,"Unknown",1,"NA"
"PP1",1927,"Weed",1,"NA"
"PP1",1928,"Annual grass","NA",0.02
"PP1",1929,"Aristida adscensionis","NA",0.04
"PP1",1929,"Evolvulus arizonicus",2,"NA"
"PP1",1932,"Evolvulus arizonicus",2,"NA"
"PP1",1932,"Unknown",1,"NA"
"PP1",1934,"Amaranthus palmeri",23,"NA"
"PP1W",1923,"Aristida adscensionis","NA",0.02
"PP1W",1923,"Bouteloua aristidoides","NA",0.02
"PP1W",1923,"Evolvulus arizonicus",1,"NA"
"PP1W",1923,"Panicum hirticaule","NA",0.02
"PP1W",1923,"Weed","NA",0.01
"PP1W",1924,"Eriogonum wrightii",7,"NA"
"PP1W",1924,"Evolvulus arizonicus",1,"NA"
"PP1W",1928,"Annual grass","NA",0.03
"PP1W",1931,"Annual grass","NA","t"
"PP1W",1932,"Unknown",1,"NA"
"PP3",1920,"Ambrosia artemisiifolia",18,"NA"
"PP3",1920,"Evolvulus arizonicus",1,"NA"
"PP3",1920,"Solanum elaeagnifolium",1,"NA"
"PP3",1920,"Unknown Forb",2,"NA"
"PP3",1921,"Ambrosia artemisiifolia",2,"NA"
"PP3",1921,"Solanum elaeagnifolium",2,"NA"
"PP3",1922,"Panicum hirticaule","NA","t"
"PP3",1923,"Solanum elaeagnifolium",3,"NA"
"PP3",1923,"Weed","NA","t"
"PP3",1924,"Evolvulus arizonicus",3,"NA"
"PP3",1924,"Solanum elaeagnifolium",2,"NA"
"PP3",1927,"Evolvulus arizonicus",2,"NA"
"PP3",1927,"Solanum elaeagnifolium",4,"NA"
"PP3",1927,"Sphaeralcea spp.",1,"NA"
"PP3",1928,"Ambrosia artemisiifolia",5,"NA"
"PP3",1928,"Solanum elaeagnifolium",3,"NA"
"PP3",1929,"Ambrosia artemisiifolia",5,"NA"
"PP3",1929,"Aristida adscensionis","NA",0.01
"PP3",1929,"Bouteloua aristidoides","NA",0.01
"PP3",1929,"Solanum elaeagnifolium",4,"NA"
"PP3",1931,"Annual grass","NA","t"
"PP3",1931,"Evolvulus arizonicus",3,"NA"
"PP3",1931,"Solanum elaeagnifolium",6,"NA"
"PP3",1931,"Sphaeralcea spp.",1,"NA"
"PP3",1932,"Ambrosia artemisiifolia",1,"NA"
"PP3",1932,"Solanum elaeagnifolium",4,"NA"
"PP3",1932,"Sphaeralcea spp.",4,"NA"
"PP3",1933,"Solanum elaeagnifolium",4,"NA"
"PP4",1920,"Unknown Forb",2,"NA"
"PP4",1921,"Ambrosia artemisiifolia",2,"NA"
"PP4",1922,"Ambrosia artemisiifolia",11,"NA"
"PP4",1922,"Weed",2,"NA"
"PP4",1923,"Ambrosia artemisiifolia",5,"NA"
"PP4",1923,"Aristida adscensionis","NA",0.03
"PP4",1923,"Bouteloua aristidoides","NA",0.03
"PP4",1923,"Weed","NA",0.05
"PP4",1924,"Ambrosia artemisiifolia",4,"NA"
"PP4",1924,"Unknown Forb",2,"NA"
"PP4",1924,"Weed",1,"NA"
"PP4",1927,"Ambrosia artemisiifolia",2,"NA"
"PP4",1927,"Machaeranthera canescens",1,"NA"
"PP4",1928,"Ambrosia artemisiifolia",3,"NA"
"PP4",1928,"Annual grass","NA","t"
"PP4",1928,"Machaeranthera canescens",1,"NA"
"PP5",1920,"Machaeranthera canescens",8,"NA"
"PP5",1920,"Unknown",8,"NA"
"PP5",1921,"Tidestromia lanuginosa",25,"NA"
"PP5",1922,"Sphaeralcea spp.",1,"NA"
"PP5",1922,"Unknown",6,"NA"
"PP5",1923,"Aristida adscensionis","NA",0.1
"PP5",1923,"Bouteloua aristidoides","NA",0.1
"PP5",1923,"Weed","NA",0.02
"PP5",1924,"Sphaeralcea spp.",1,"NA"
"PP5",1924,"Unknown Forb",9,"NA"
"PP5",1927,"Ambrosia artemisiifolia",1,"NA"
"PP5",1927,"Aristida adscensionis","NA",0.01
"PP5",1927,"Boerhavia purpurascens",1,"NA"
"PP5",1927,"Bouteloua aristidoides","NA",0.01
"PP5",1927,"Machaeranthera canescens",12,"NA"
"PP5",1927,"Sphaeralcea spp.",2,"NA"
"PP5",1927,"Unknown",1,"NA"
"PP5",1928,"Annual grass","NA",0.03
"PP5",1929,"Aristida adscensionis","NA",0.01
"PP5",1929,"Boerhavia purpurascens",1,"NA"
"PP5",1929,"Unknown",1,"NA"
"PP6",1920,"Machaeranthera canescens",1,"NA"
"PP6",1920,"Solanum elaeagnifolium",1,"NA"
"PP6",1922,"Solanum elaeagnifolium",2,"NA"
"PP6",1923,"Aristida adscensionis","NA",0.01
"PP6",1923,"Eragrostis intermedia","NA",0.01
"PP6",1923,"Panicum hirticaule","NA",0.01
"PP6",1923,"Weed","NA","t"
"PP6",1927,"Ambrosia artemisiifolia",1,"NA"
"PP6",1927,"Machaeranthera canescens",2,"NA"
"PP6",1927,"Solanum elaeagnifolium",4,"NA"
"PP6",1927,"Weed",2,"NA"
"PP6",1928,"Ambrosia artemisiifolia",5,"NA"
"PP6",1928,"Annual grass","NA","t"
"PP6",1928,"Solanum elaeagnifolium",2,"NA"
"PP6",1929,"Ambrosia artemisiifolia",1,"NA"
"PP6",1929,"Aristida adscensionis","NA",0.01
"PP6",1929,"Bouteloua aristidoides","NA",0.01
"PP6",1929,"Portulaca spp.",2,"NA"
"PP6",1929,"Solanum elaeagnifolium",5,"NA"
"PP6",1930,"Eriogonum wrightii",2,"NA"
"PP6",1930,"Machaeranthera canescens",3,"NA"
"PP6",1930,"Solanum elaeagnifolium",5,"NA"
"PP6",1931,"Annual grass","NA","t"
"PP6",1931,"Eriogonum wrightii",3,"NA"
"PP6",1931,"Solanum elaeagnifolium",5,"NA"
"PP6",1933,"Annual grass","NA","t"
"PP6",1933,"Solanum elaeagnifolium",1,"NA"
"PP7",1920,"Solanum elaeagnifolium",2,"NA"
"PP7",1920,"Unknown",6,"NA"
"PP7",1921,"Aristida adscensionis",3,"NA"
"PP7",1923,"Weed","NA",0.02
"PP7",1924,"Aristida adscensionis","NA",0.05
"PP7",1924,"Bouteloua aristidoides","NA",0.05
"PP7",1929,"Aristida adscensionis","NA",0.01
"PP7",1929,"Bouteloua aristidoides","NA",0.01
"PP7",1929,"Panicum hirticaule","NA",0.01
"PP7",1929,"Sphaeralcea spp.",7,"NA"
"PP7",1929,"Unknown",3,"NA"
"PP7",1930,"Sphaeralcea spp.",1,"NA"
"PP7",1931,"Eschscholzia californica",1,"NA"
"PP7",1931,"Sphaeralcea spp.",2,"NA"
"PP7",1932,"Evolvulus arizonicus",1,"NA"
"PP7",1932,"Sphaeralcea spp.",1,"NA"
"PP8",1922,"Unknown",1,"NA"
"PP8",1924,"Ambrosia artemisiifolia",10,"NA"
"PP8",1924,"Unknown",1,"NA"
"PP8",1927,"Amaranthus palmeri",1,"NA"
"PP8",1927,"Ambrosia artemisiifolia",5,"NA"
"PP8",1927,"Aristida adscensionis","NA","t"
"PP8",1927,"Eschscholzia californica",1,"NA"
"PP8",1927,"Weed",2,"NA"
"PP8",1929,"Amaranthus palmeri",5,"NA"
"PP8",1929,"Annuals","NA",0.01
"PP8",1929,"Unknown",1,"NA"
"PP8",1931,"Bouteloua parryi","NA",0.01
"PP8",1932,"Bouteloua parryi","NA","t"
"SG1",1922,"Unknown",27,"NA"
"SG1",1923,"Aristida adscensionis","NA","t"
"SG1",1923,"Weed","NA",0.02
"SG1",1924,"Eriogonum wrightii",5,"NA"
"SG1",1924,"Machaeranthera canescens",5,"NA"
"SG1",1926,"Aristida adscensionis",30,"NA"
"SG1",1926,"Bouteloua aristidoides",10,"NA"
"SG1",1926,"Eriogonum wrightii",1,"NA"
"SG1",1927,"Aristida adscensionis","NA","t"
"SG1",1927,"Bouteloua aristidoides","NA","t"
"SG1",1927,"Evolvulus arizonicus",1,"NA"
"SG1",1928,"Annual grass","NA","t"
"SG1",1929,"Aristida adscensionis","NA",0.04
"SG1",1929,"Bouteloua aristidoides","NA",0.04
"SG1",1929,"Unknown",6,"NA"
"SG1",1931,"Evolvulus arizonicus",2,"NA"
"SG1",1931,"Unknown",14,"NA"
"SG1",1932,"Annual grass","NA","t"
"SG1",1932,"Evolvulus arizonicus",1,"NA"
"SG1",1932,"Unknown",10,"NA"
"SG10",1922,"Unknown",15,"NA"
"SG10",1923,"Aristida adscensionis","NA",0.01
"SG10",1923,"Bouteloua aristidoides","NA",0.01
"SG10",1923,"Weed","NA",0.01
"SG10",1924,"Ambrosia artemisiifolia",1,"NA"
"SG10",1924,"Eriogonum wrightii",5,"NA"
"SG10",1924,"Unknown",1,"NA"
"SG10",1926,"Aristida adscensionis",20,"NA"
"SG10",1926,"Bouteloua aristidoides",10,"NA"
"SG10",1928,"Annual grass","NA","t"
"SG10",1929,"Aristida adscensionis","NA",0.01
"SG10",1929,"Bouteloua aristidoides","NA",0.01
"SG10",1931,"Weed",8,"NA"
"SG11",1922,"Unknown",4,"NA"
"SG11",1923,"Aristida adscensionis","NA",0.01
"SG11",1923,"Bouteloua aristidoides","NA",0.01
"SG11",1923,"Solanum elaeagnifolium",5,"NA"
"SG11",1923,"Weed","NA",0.01
"SG11",1924,"Eriogonum wrightii",4,"NA"
"SG11",1924,"Solanum elaeagnifolium",4,"NA"
"SG11",1924,"Unknown Forb",3,"NA"
"SG11",1926,"Aristida adscensionis",120,"NA"
"SG11",1926,"Bouteloua aristidoides",30,"NA"
"SG11",1926,"Solanum elaeagnifolium",6,"NA"
"SG11",1926,"Sphaeralcea spp.",2,"NA"
"SG11",1927,"Aristida adscensionis","NA",0.01
"SG11",1927,"Bouteloua aristidoides","NA",0.01
"SG11",1927,"Solanum elaeagnifolium",5,"NA"
"SG11",1927,"Sphaeralcea spp.",1,"NA"
"SG11",1928,"Annual grass","NA","t"
"SG11",1928,"Solanum elaeagnifolium",4,"NA"
"SG11",1929,"Solanum elaeagnifolium",5,"NA"
"SG11",1929,"Sphaeralcea spp.",1,"NA"
"SG11",1931,"Solanum elaeagnifolium",5,"NA"
"SG11",1931,"Unknown",3,"NA"
"SG11",1932,"Solanum elaeagnifolium",1,"NA"
"SG12",1922,"Unknown",33,"NA"
"SG12",1923,"Aristida adscensionis","NA",0.01
"SG12",1923,"Bouteloua aristidoides","NA",0.01
"SG12",1923,"Evolvulus arizonicus",2,"NA"
"SG12",1923,"Panicum hirticaule","NA",0.01
"SG12",1923,"Weed","NA",0.05
"SG12",1924,"Eriogonum wrightii",4,"NA"
"SG12",1924,"Evolvulus arizonicus",1,"NA"
"SG12",1924,"Sphaeralcea spp.",3,"NA"
"SG12",1924,"Unknown",1,"NA"
"SG12",1924,"Unknown Forb",4,"NA"
"SG12",1926,"Aristida adscensionis",90,"NA"
"SG12",1926,"Bouteloua aristidoides",30,"NA"
"SG12",1926,"Evolvulus arizonicus",1,"NA"
"SG12",1927,"Aristida adscensionis","NA",0.01
"SG12",1927,"Bouteloua aristidoides","NA",0.01
"SG12",1927,"Solanum elaeagnifolium",1,"NA"
"SG12",1927,"Weed",1,"NA"
"SG12",1928,"Annual grass","NA","t"
"SG12",1928,"Sphaeralcea spp.",1,"NA"
"SG12",1929,"Aristida adscensionis","NA",0.01
"SG12",1929,"Bouteloua aristidoides","NA",0.01
"SG12",1929,"Solanum elaeagnifolium",1,"NA"
"SG12",1931,"Sphaeralcea spp.",2,"NA"
"SG12",1931,"Unknown",11,"NA"
"SG12",1932,"Evolvulus arizonicus",2,"NA"
"SG12",1932,"Solanum elaeagnifolium",1,"NA"
"SG12",1932,"Sphaeralcea spp.",1,"NA"
"SG13",1922,"Unknown",2,"NA"
"SG13",1923,"Aristida adscensionis","NA",0.01
"SG13",1923,"Bouteloua aristidoides","NA",0.01
"SG13",1923,"Eriogonum wrightii",1,"NA"
"SG13",1923,"Evolvulus arizonicus",2,"NA"
"SG13",1923,"Isocoma tenuisecta",8,"NA"
"SG13",1923,"Panicum hirticaule","NA",0.01
"SG13",1923,"Sphaeralcea spp.",1,"NA"
"SG13",1923,"Sphaeralcea spp.",4,"NA"
"SG13",1923,"Weed",1,"NA"
"SG13",1924,"Eriogonum wrightii",1,"NA"
"SG13",1926,"Isocoma tenuisecta",8,"NA"
"SG13",1926,"Unknown Forb",1,"NA"
"SG13",1927,"Aristida adscensionis","NA",0.02
"SG13",1927,"Isocoma tenuisecta",7,"NA"
"SG13",1928,"Annual grass","NA",0.05
"SG13",1929,"Aristida adscensionis","NA",0.03
"SG13",1931,"Annual grass","NA",0.01
"SG13",1932,"Annual grass","NA",0.02
"SG14",1922,"Unknown",6,"NA"
"SG14",1923,"Aristida adscensionis","NA",0.02
"SG14",1923,"Bouteloua aristidoides","NA",0.02
"SG14",1924,"Eriogonum wrightii",4,"NA"
"SG14",1924,"Weed",2,"NA"
"SG14",1926,"Eriogonum wrightii",1,"NA"
"SG14",1926,"Sphaeralcea spp.",2,"NA"
"SG14",1927,"Aristida adscensionis","NA",0.03
"SG14",1927,"Bouteloua aristidoides","NA",0.03
"SG14",1927,"Sphaeralcea spp.",2,"NA"
"SG14",1927,"Unknown",1,"NA"
"SG14",1928,"Annual grass","NA",0.05
"SG14",1929,"Ambrosia artemisiifolia",2,"NA"
"SG14",1929,"Sphaeralcea spp.",1,"NA"
"SG14",1931,"Annual grass","NA",0.01
"SG14",1931,"Sphaeralcea spp.",1,"NA"
"SG14",1932,"Annual grass","NA",0.02
"SG14",1932,"Sphaeralcea spp.",2,"NA"
"SG14",1932,"Unknown",2,"NA"
"SG14",1934,"Bouteloua aristidoides","NA",0.1
